Category,Text
1,why do some days seem to last longer than others? yesterday was the worst
1,how can i win the megga millions lotto?
1,what is the main strip in cancun? the best street with hotels
3,how many american pie movies (versions) have been produced? as in american pie 2
5,where did name of day thursday come from?
1,what does a 4'x8'- 1/2 sheet of drywall weigh...one sheet
3,who is your favorite aqua teen hunger force character?
2,how can i connect the front and rear audio ports on my motherboard so i can use both? i have an abit mobo that has a 10 pin connector on it.  to use the rear audio ports there needs to be two jumpers on pins 5-6 and 9-10.  if i want to use the front ports
6,what are the reasons of late periods in unmarried girls around 23 yrs old? how can we get rid of late mensus....as it should in time...!
2,why do users in yahoo! 360 have almost no friends? the majority of yahoo 360 users have zero friend.
4,whats happening to my friends dad? could he be falling in love without even knowing? could he be obsessed? i have a friend who joined the army and got sent to afghanistan. he wanted a girlfriend
2,what is the best search engine other than google.com?
6,since when are ren &amp; stimpy a gay couple? are beavis and butthead the same way? the three stoogers?
2,what is 'answers.yahoo.com'?
4,if your boyfriend has a confederate flag in his bedroom
4,what to say to 4 needy girls..? hi
1,a farmer had 15 sheep
6,what meds are best for arm surgery? this is the 2nd surgery
3,which sign is the best mate for a libra?
1,what  race was is jesus when he walked on earth?
1,what is the meaning of life?
4,what does it really mean to love somebody? how do you know if it's truly love what you feel for them?
2,non posix-compatible c functions? what are posix non-compatible functions in c?
1,how do i become rich?
3,i dreamed that i am undressed in public 
7,how many stars are there?
1,can anybody tell a bit about mona lisa?
3,what is the best way to sell lyrics? e.g websites
4,what should you do if you still like your ex but he has a girlfriend!!? she tells him bad things about me thats not true
4,has anyone ever hooked up with someone they met online?
7,what is the best fluid mechanics book in chemical engineering for a bachelor student?
1,how many ways can you spell tonight?
6,anybody outthere with a shoulder problem(s) tellme how are you doing mine is a nightmare answer soon? i have had 2 surgeries on the same shoulder and it is a complete nightmare it feels like i' never be able to use my right arm it has been a year and i dont feel no changes wanna know if there's any body with the same problem.
2,how is the riaa catching individuals downloading pirated music? how are they getting these people they are suing?  are they tracking ips
3,in song backstreets bruce springsteen says ... with the last of duke streets kings what does he mean? slow dancing in the dark on the beach at stockton’s wing&#xa;where desperate lovers park we sat with the last of the duke street kings&#xa;huddled in our cars waiting for the bells that ring&#xa;in the deep heart of the night to set us loose from everything&#xa;to go running on the backstreets
6,does a root canal treatment pose a potential health threat? i've heard conflicting opinions. what is your personal experience?
4,how do i plan a wedding?
2,what's the difference between windows and linux systems?
2,why i can open the ecard from 123greetings.com?
6,do you or anyone you know have tourette syndrome?
3,how much would you pay? for a starwars 1996 action figure in the case? princess leia
1,why dont  men listen!?
2,what is the best place
5,who invented sudoku?
1,capital of finland?
2,how i eraise the old words in my search bar?
4,what should i do? try it or break up forever? been with the father of my one year old son and i'm pregnant with my second. at this moment we don't have anything that we share(just the kids) we been together for 6 years now..but for the past 3 months all we do is fight
1,when do you know you are in love?
1,what is a redneck? i've heard people say that some southerners are rednecks.
6,i feel very over weight but everyone tells me i'm not...? i'm 5'1 and 100lbs even. i don't know how to learn my mind to see that i'm not overweigh. when i look in the mirror i feel huge!!! for last week or so i have almost stopped eatting totaly because of this. i know deep down that i'm not fat but still it's what i see when i look in the mirror. i'm not sure how to get that thought of my head.
